UserID,Genre,MovieInfo_RS,MovieInfo_LLM,Ratings_RS,Ratings_LLM,Rankings_RS,Rankings_LLM,RMSE_Ratings,MAE_Ratings,OverlapPercentage_Rankings,MAD_Ratings,RMSD_Ratings
109,['Adventure'],"[{'Movie': 'Bridge on the River Kwai, The (1957)', 'Rank': 1, 'Rating': '4.06'}, {'Movie': 'Lawrence of Arabia (1962)', 'Rank': 2, 'Rating': '4.05'}, {'Movie': 'North by Northwest (1959)', 'Rank': 3, 'Rating': '3.94'}, {'Movie': 'Princess Bride, The (1987)', 'Rank': 4, 'Rating': '3.94'}, {'Movie': 'Seven Samurai (Shichinin no samurai) (1954)', 'Rank': 5, 'Rating': '3.94'}, {'Movie': 'City of God (Cidade de Deus) (2002)', 'Rank': 6, 'Rating': '3.92'}, {'Movie': 'Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)', 'Rank': 7, 'Rating': '3.90'}, {'Movie': 'Finding Nemo (2003)', 'Rank': 8, 'Rating': '3.88'}, {'Movie': 'Aliens (1986)', 'Rank': 9, 'Rating': '3.87'}, {'Movie': 'WALL�E (2008)', 'Rank': 10, 'Rating': '3.85'}]","[{'Movie': 'Finding Nemo (2003)', 'Rank': '8', 'Rating': '4.8'}, {'Movie': 'Lawrence of Arabia (1962)', 'Rank': '2', 'Rating': '4.7'}, {'Movie': 'WALL�E (2008)', 'Rank': '10', 'Rating': '4.7'}, {'Movie': 'Princess Bride, The (1987)', 'Rank': '4', 'Rating': '4.6'}, {'Movie': 'Bridge on the River Kwai, The (1957)', 'Rank': '1', 'Rating': '4.5'}, {'Movie': 'Aliens (1986)', 'Rank': '9', 'Rating': '4.4'}, {'Movie': 'Seven Samurai (Shichinin no samurai) (1954)', 'Rank': '5', 'Rating': '4.4'}, {'Movie': 'North by Northwest (1959)', 'Rank': '3', 'Rating': '4.3'}, {'Movie': 'Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)', 'Rank': '7', 'Rating': '4.2'}, {'Movie': 'City of God (Cidade de Deus) (2002)', 'Rank': '6', 'Rating': '3.8'}]",[3.87 4.06 3.92 3.88 3.9  4.05 3.94 3.94 3.94 3.85],[4.4 4.5 3.8 4.8 4.2 4.7 4.3 4.6 4.4 4.7],[ 9  1  6  8  7  2  3  4  5 10],[ 9  1  6  8  7  2  3  4  5 10],0.578541269,0.529,100,0.529,0.578541269
110,['Adventure'],"[{'Movie': 'Star Wars: Episode VI - Return of the Jedi (1983)', 'Rank': 1, 'Rating': '4.41'}, {'Movie': 'Wallace & Gromit: The Best of Aardman Animation (1996)', 'Rank': 2, 'Rating': '4.26'}, {'Movie': 'Grand Day Out with Wallace and Gromit, A (1989)', 'Rank': 3, 'Rating': '4.25'}, {'Movie': 'Harry Potter and the Deathly Hallows: Part 1 (2010)', 'Rank': 4, 'Rating': '4.23'}, {'Movie': 'Seven Samurai (Shichinin no samurai) (1954)', 'Rank': 5, 'Rating': '4.23'}, {'Movie': 'Star Wars: Episode IV - A New Hope (1977)', 'Rank': 6, 'Rating': '4.22'}, {'Movie': 'Princess Bride, The (1987)', 'Rank': 7, 'Rating': '4.22'}, {'Movie': 'Lawrence of Arabia (1962)', 'Rank': 8, 'Rating': '4.21'}, {'Movie': 'North by Northwest (1959)', 'Rank': 9, 'Rating': '4.16'}, {'Movie': 'Spirited Away (Sen to Chihiro no kamikakushi) (2001)', 'Rank': 10, 'Rating': '4.16'}]","[{'Movie': 'Seven Samurai (Shichinin no samurai) (1954)', 'Rank': '1', 'Rating': '4.5'}, {'Movie': 'Princess Bride, The (1987)', 'Rank': '2', 'Rating': '4.5'}, {'Movie': 'Star Wars: Episode VI - Return of the Jedi (1983)', 'Rank': '3', 'Rating': '4.5'}, {'Movie': 'Spirited Away (Sen to Chihiro no kamikakushi) (2001)', 'Rank': '4', 'Rating': '4.5'}, {'Movie': 'Harry Potter and the Deathly Hallows: Part 1 (2010)', 'Rank': '5', 'Rating': '4.0'}, {'Movie': 'North by Northwest (1959)', 'Rank': '6', 'Rating': '4.0'}, {'Movie': 'Lawrence of Arabia (1962)', 'Rank': '7', 'Rating': '4.0'}, {'Movie': 'Star Wars: Episode IV - A New Hope (1977)', 'Rank': '8', 'Rating': '4.0'}, {'Movie': 'Wallace & Gromit: The Best of Aardman Animation (1996)', 'Rank': '9', 'Rating': '4.0'}, {'Movie': 'A Grand Day Out with Wallace and Gromit (1989)', 'Rank': '10', 'Rating': '3.5'}]",[4.25 4.23 4.21 4.16 4.22 4.23 4.16 4.22 4.41 4.26],[3.5 4.  4.  4.  4.5 4.5 4.5 4.  4.5 4. ],[ 3  4  8  9  7  5 10  6  1  2],[10  5  7  6  2  1  4  8  3  9],0.328039632,0.281,0,0.281,0.328039632
111,['Adventure'],"[{'Movie': 'Lawrence of Arabia (1962)', 'Rank': 1, 'Rating': '4.25'}, {'Movie': 'Seven Samurai (Shichinin no samurai) (1954)', 'Rank': 2, 'Rating': '4.07'}, {'Movie': 'Star Wars: Episode IV - A New Hope (1977)', 'Rank': 3, 'Rating': '4.02'}, {'Movie': 'Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)', 'Rank': 4, 'Rating': '4.00'}, {'Movie': 'North by Northwest (1959)', 'Rank': 5, 'Rating': '3.99'}, {'Movie': 'Star Wars: Episode VI - Return of the Jedi (1983)', 'Rank': 6, 'Rating': '3.95'}, {'Movie': 'Spirited Away (Sen to Chihiro no kamikakushi) (2001)', 'Rank': 7, 'Rating': '3.95'}, {'Movie': 'Bridge on the River Kwai, The (1957)', 'Rank': 8, 'Rating': '3.94'}, {'Movie': 'Aliens (1986)', 'Rank': 9, 'Rating': '3.94'}, {'Movie': 'Stand by Me (1986)', 'Rank': 10, 'Rating': '3.94'}]","[{'Movie': 'Star Wars: Episode IV - A New Hope (1977)', 'Rank': '1', 'Rating': '4.5'}, {'Movie': 'Star Wars: Episode VI - Return of the Jedi (1983)', 'Rank': '2', 'Rating': '4.3'}, {'Movie': 'Spirited Away (Sen to Chihiro no kamikakushi) (2001)', 'Rank': '3', 'Rating': '4.2'}, {'Movie': 'Aliens (1986)', 'Rank': '4', 'Rating': '3.4'}, {'Movie': 'Seven Samurai (Shichinin no samurai) (1954)', 'Rank': '5', 'Rating': '3.5'}, {'Movie': 'Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)', 'Rank': '6', 'Rating': '3.2'}, {'Movie': 'North by Northwest (1959)', 'Rank': '7', 'Rating': '3.3'}, {'Movie': 'Bridge on the River Kwai, The (1957)', 'Rank': '8', 'Rating': '3.1'}, {'Movie': 'Lawrence of Arabia (1962)', 'Rank': '9', 'Rating': '3.0'}, {'Movie': 'Stand by Me (1986)', 'Rank': '10', 'Rating': '3.0'}]",[3.94 3.94 4.   4.25 3.99 4.07 3.95 3.94 4.02 3.95],[3.4 3.1 3.2 3.  3.3 3.5 4.2 3.  4.5 4.3],[ 9  8  4  1  5  2  7 10  3  6],[ 4  8  6  9  7  5  3 10  1  2],0.727990385,0.671,20,0.671,0.727990385
112,['Adventure'],"[{'Movie': 'Bridge on the River Kwai, The (1957)', 'Rank': 1, 'Rating': '4.75'}, {'Movie': 'Monty Python and the Holy Grail (1975)', 'Rank': 2, 'Rating': '4.61'}, {'Movie': 'Lawrence of Arabia (1962)', 'Rank': 3, 'Rating': '4.53'}, {'Movie': 'Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)', 'Rank': 4, 'Rating': '4.51'}, {'Movie': 'Spirited Away (Sen to Chihiro no kamikakushi) (2001)', 'Rank': 5, 'Rating': '4.50'}, {'Movie': 'Seven Samurai (Shichinin no samurai) (1954)', 'Rank': 6, 'Rating': '4.48'}, {'Movie': 'Princess Bride, The (1987)', 'Rank': 7, 'Rating': '4.47'}, {'Movie': 'Akira (1988)', 'Rank': 8, 'Rating': '4.38'}, {'Movie': 'Princess Mononoke (Mononoke-hime) (1997)', 'Rank': 9, 'Rating': '4.37'}, {'Movie': 'Wallace & Gromit: The Best of Aardman Animation (1996)', 'Rank': 10, 'Rating': '4.35'}]","[{'Movie': 'Princess Mononoke (Mononoke-hime) (1997)', 'Rank': '1', 'Rating': '4.9'}, {'Movie': 'Spirited Away (Sen to Chihiro no kamikakushi) (2001)', 'Rank': '2', 'Rating': '4.8'}, {'Movie': 'Lawrence of Arabia (1962)', 'Rank': '3', 'Rating': '4.7'}, {'Movie': 'Seven Samurai (Shichinin no samurai) (1954)', 'Rank': '4', 'Rating': '4.6'}, {'Movie': 'Bridge on the River Kwai, The (1957)', 'Rank': '5', 'Rating': '4.5'}, {'Movie': 'Princess Bride, The (1987)', 'Rank': '6', 'Rating': '4.4'}, {'Movie': 'Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)', 'Rank': '7', 'Rating': '4.3'}, {'Movie': 'Monty Python and the Holy Grail (1975)', 'Rank': '8', 'Rating': '4.0'}, {'Movie': 'Wallace & Gromit: The Best of Aardman Animation (1996)', 'Rank': '9', 'Rating': '4.2'}, {'Movie': 'Akira (1988)', 'Rank': '10', 'Rating': '3.5'}]",[4.38 4.75 4.51 4.53 4.61 4.47 4.37 4.48 4.5  4.35],[3.5 4.5 4.3 4.7 4.  4.4 4.9 4.6 4.8 4.2],[ 8  1  4  3  2  7  9  6  5 10],[10  5  7  3  8  6  1  4  2  9],0.411667341,0.329,10,0.329,0.411667341
113,['Adventure'],"[{'Movie': 'North by Northwest (1959)', 'Rank': 1, 'Rating': '4.62'}, {'Movie': 'Seven Samurai (Shichinin no samurai) (1954)', 'Rank': 2, 'Rating': '4.56'}, {'Movie': 'Wallace & Gromit: The Best of Aardman Animation (1996)', 'Rank': 3, 'Rating': '4.54'}, {'Movie': 'Lawrence of Arabia (1962)', 'Rank': 4, 'Rating': '4.54'}, {'Movie': 'Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)', 'Rank': 5, 'Rating': '4.51'}, {'Movie': 'Great Escape, The (1963)', 'Rank': 6, 'Rating': '4.49'}, {'Movie': 'Bridge on the River Kwai, The (1957)', 'Rank': 7, 'Rating': '4.47'}, {'Movie': 'Princess Mononoke (Mononoke-hime) (1997)', 'Rank': 8, 'Rating': '4.46'}, {'Movie': 'Spirited Away (Sen to Chihiro no kamikakushi) (2001)', 'Rank': 9, 'Rating': '4.46'}, {'Movie': 'Outlaw Josey Wales, The (1976)', 'Rank': 10, 'Rating': '4.46'}]","[{'Movie': 'Princess Mononoke (Mononoke-hime) (1997)', 'Rank': '1', 'Rating': '4.5'}, {'Movie': 'North by Northwest (1959)', 'Rank': '2', 'Rating': '4.5'}, {'Movie': 'Spirited Away (Sen to Chihiro no kamikakushi) (2001)', 'Rank': '3', 'Rating': '4.0'}, {'Movie': 'Seven Samurai (Shichinin no samurai) (1954)', 'Rank': '4', 'Rating': '4.0'}, {'Movie': 'Lawrence of Arabia (1962)', 'Rank': '5', 'Rating': '4.0'}, {'Movie': 'Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)', 'Rank': '6', 'Rating': '4.0'}, {'Movie': 'Wallace & Gromit: The Best of Aardman Animation (1996)', 'Rank': '7', 'Rating': '3.5'}, {'Movie': 'Great Escape, The (1963)', 'Rank': '8', 'Rating': '3.5'}, {'Movie': 'Bridge on the River Kwai, The (1957)', 'Rank': '9', 'Rating': '3.5'}, {'Movie': 'Outlaw Josey Wales, The (1976)', 'Rank': '10', 'Rating': '3.5'}]",[4.47 4.51 4.49 4.54 4.62 4.46 4.46 4.56 4.46 4.54],[3.5 4.  3.5 4.  4.5 3.5 4.5 4.  4.  3.5],[ 7  5  6  4  1 10  8  2  9  3],[ 9  6  8  5  2 10  1  4  3  7],0.708314902,0.619,10,0.619,0.708314902
114,['Adventure'],"[{'Movie': 'Lawrence of Arabia (1962)', 'Rank': 1, 'Rating': '4.02'}, {'Movie': 'City of God (Cidade de Deus) (2002)', 'Rank': 2, 'Rating': '3.93'}, {'Movie': 'Bridge on the River Kwai, The (1957)', 'Rank': 3, 'Rating': '3.91'}, {'Movie': ""Howl's Moving Castle (Hauru no ugoku shiro) (2004)"", 'Rank': 4, 'Rating': '3.90'}, {'Movie': 'Serenity (2005)', 'Rank': 5, 'Rating': '3.89'}, {'Movie': 'Princess Bride, The (1987)', 'Rank': 6, 'Rating': '3.81'}, {'Movie': 'Seven Samurai (Shichinin no samurai) (1954)', 'Rank': 7, 'Rating': '3.81'}, {'Movie': 'North by Northwest (1959)', 'Rank': 8, 'Rating': '3.79'}, {'Movie': 'Great Escape, The (1963)', 'Rank': 9, 'Rating': '3.79'}, {'Movie': 'Hero (Ying xiong) (2002)', 'Rank': 10, 'Rating': '3.78'}]","[{'Movie': 'Princess Bride, The (1987)', 'Rank': '6', 'Rating': '4.50'}, {'Movie': ""Howl's Moving Castle (Hauru no ugoku shiro) (2004)"", 'Rank': '4', 'Rating': '4.25'}, {'Movie': 'Serenity (2005)', 'Rank': '5', 'Rating': '4.00'}, {'Movie': 'Hero (Ying xiong) (2002)', 'Rank': '10', 'Rating': '3.25'}, {'Movie': 'Seven Samurai (Shichinin no samurai) (1954)', 'Rank': '7', 'Rating': '3.25'}, {'Movie': 'City of God (Cidade de Deus) (2002)', 'Rank': '2', 'Rating': '3.00'}, {'Movie': 'North by Northwest (1959)', 'Rank': '8', 'Rating': '3.00'}, {'Movie': 'Great Escape, The (1963)', 'Rank': '9', 'Rating': '3.00'}, {'Movie': 'Bridge on the River Kwai, The (1957)', 'Rank': '3', 'Rating': '2.75'}, {'Movie': 'Lawrence of Arabia (1962)', 'Rank': '1', 'Rating': '2.50'}]",[3.91 3.93 3.79 3.78 3.9  4.02 3.79 3.81 3.89 3.81],[2.75 3.   3.   3.25 4.25 2.5  3.   4.5  4.   3.25],[ 3  2  9 10  4  1  8  6  5  7],[ 3  2  9 10  4  1  8  6  5  7],0.835122745,0.743,100,0.743,0.835122745
115,['Adventure'],"[{'Movie': 'Lawrence of Arabia (1962)', 'Rank': 1, 'Rating': '4.56'}, {'Movie': 'Princess Bride, The (1987)', 'Rank': 2, 'Rating': '4.47'}, {'Movie': 'Star Wars: Episode VI - Return of the Jedi (1983)', 'Rank': 3, 'Rating': '4.42'}, {'Movie': 'North by Northwest (1959)', 'Rank': 4, 'Rating': '4.35'}, {'Movie': 'Monty Python and the Holy Grail (1975)', 'Rank': 5, 'Rating': '4.34'}, {'Movie': 'Lord of the Rings: The Return of the King, The (2003)', 'Rank': 6, 'Rating': '4.32'}, {'Movie': 'Seven Samurai (Shichinin no samurai) (1954)', 'Rank': 7, 'Rating': '4.30'}, {'Movie': 'Fear and Loathing in Las Vegas (1998)', 'Rank': 8, 'Rating': '4.30'}, {'Movie': 'Princess Mononoke (Mononoke-hime) (1997)', 'Rank': 9, 'Rating': '4.29'}, {'Movie': 'Lord of the Rings: The Fellowship of the Ring, The (2001)', 'Rank': 10, 'Rating': '4.29'}]","[{'Movie': 'Princess Bride, The (1987)', 'Rank': '1', 'Rating': '4.5'}, {'Movie': 'Lord of the Rings: The Return of the King, The (2003)', 'Rank': '2', 'Rating': '4.4'}, {'Movie': 'Star Wars: Episode VI - Return of the Jedi (1983)', 'Rank': '3', 'Rating': '4.3'}, {'Movie': 'Princess Mononoke (Mononoke-hime) (1997)', 'Rank': '4', 'Rating': '4.2'}, {'Movie': 'Monty Python and the Holy Grail (1975)', 'Rank': '5', 'Rating': '4.0'}, {'Movie': 'Seven Samurai (Shichinin no samurai) (1954)', 'Rank': '6', 'Rating': '3.9'}, {'Movie': 'Lord of the Rings: The Fellowship of the Ring, The (2001)', 'Rank': '7', 'Rating': '3.8'}, {'Movie': 'Lawrence of Arabia (1962)', 'Rank': '8', 'Rating': '3.5'}, {'Movie': 'North by Northwest (1959)', 'Rank': '9', 'Rating': '3.3'}, {'Movie': 'Fear and Loathing in Las Vegas (1998)', 'Rank': '10', 'Rating': '3.0'}]",[4.3  4.56 4.29 4.32 4.34 4.35 4.47 4.29 4.3  4.42],[3.  3.5 3.8 4.4 4.  3.3 4.5 4.2 3.9 4.3],[ 8  1 10  6  5  4  2  9  7  3],[10  8  7  2  5  9  1  4  6  3],0.667952094,0.496,20,0.496,0.667952094
116,['Adventure'],"[{'Movie': 'Great Escape, The (1963)', 'Rank': 1, 'Rating': '4.37'}, {'Movie': 'Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)', 'Rank': 2, 'Rating': '4.35'}, {'Movie': 'North by Northwest (1959)', 'Rank': 3, 'Rating': '4.35'}, {'Movie': 'Star Wars: Episode IV - A New Hope (1977)', 'Rank': 4, 'Rating': '4.35'}, {'Movie': 'Fantastic Mr. Fox (2009)', 'Rank': 5, 'Rating': '4.29'}, {'Movie': 'Princess Mononoke (Mononoke-hime) (1997)', 'Rank': 6, 'Rating': '4.27'}, {'Movie': 'City of God (Cidade de Deus) (2002)', 'Rank': 7, 'Rating': '4.26'}, {'Movie': 'Fear and Loathing in Las Vegas (1998)', 'Rank': 8, 'Rating': '4.25'}, {'Movie': 'Star Wars: Episode VI - Return of the Jedi (1983)', 'Rank': 9, 'Rating': '4.24'}, {'Movie': 'Akira (1988)', 'Rank': 10, 'Rating': '4.22'}]","[{'Movie': 'Star Wars: Episode IV - A New Hope (1977)', 'Rank': '1', 'Rating': '4.8'}, {'Movie': 'Star Wars: Episode VI - Return of the Jedi (1983)', 'Rank': '2', 'Rating': '4.7'}, {'Movie': 'Great Escape, The (1963)', 'Rank': '3', 'Rating': '4.5'}, {'Movie': 'Princess Mononoke (Mononoke-hime) (1997)', 'Rank': '4', 'Rating': '4.6'}, {'Movie': 'Akira (1988)', 'Rank': '5', 'Rating': '4.4'}, {'Movie': 'North by Northwest (1959)', 'Rank': '6', 'Rating': '4.2'}, {'Movie': 'Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)', 'Rank': '7', 'Rating': '4.0'}, {'Movie': 'City of God (Cidade de Deus) (2002)', 'Rank': '8', 'Rating': '3.5'}, {'Movie': 'Fear and Loathing in Las Vegas (1998)', 'Rank': '9', 'Rating': '3.2'}, {'Movie': 'Fantastic Mr. Fox (2009)', 'Rank': '10', 'Rating': '3.0'}]",[4.22 4.26 4.29 4.25 4.35 4.37 4.35 4.27 4.35 4.24],[4.4 3.5 3.  3.2 4.  4.5 4.2 4.6 4.8 4.7],[10  7  5  8  2  1  3  6  4  9],[ 5  8 10  9  7  3  6  4  1  2],0.637298988,0.515,0,0.515,0.637298988
117,['Adventure'],"[{'Movie': 'Bridge on the River Kwai, The (1957)', 'Rank': 1, 'Rating': '4.27'}, {'Movie': 'Seven Samurai (Shichinin no samurai) (1954)', 'Rank': 2, 'Rating': '4.27'}, {'Movie': 'North by Northwest (1959)', 'Rank': 3, 'Rating': '4.24'}, {'Movie': 'Lawrence of Arabia (1962)', 'Rank': 4, 'Rating': '4.23'}, {'Movie': 'Princess Bride, The (1987)', 'Rank': 5, 'Rating': '4.19'}, {'Movie': 'Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)', 'Rank': 6, 'Rating': '4.13'}, {'Movie': 'Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)', 'Rank': 7, 'Rating': '4.13'}, {'Movie': 'Star Wars: Episode IV - A New Hope (1977)', 'Rank': 8, 'Rating': '4.12'}, {'Movie': 'Princess Mononoke (Mononoke-hime) (1997)', 'Rank': 9, 'Rating': '4.10'}, {'Movie': 'Monty Python and the Holy Grail (1975)', 'Rank': 10, 'Rating': '4.08'}]","[{'Movie': 'Seven Samurai (Shichinin no samurai) (1954)', 'Rank': '1', 'Rating': '4.5'}, {'Movie': 'Lawrence of Arabia (1962)', 'Rank': '2', 'Rating': '4.3'}, {'Movie': 'Star Wars: Episode IV - A New Hope (1977)', 'Rank': '3', 'Rating': '4.2'}, {'Movie': 'Bridge on the River Kwai, The (1957)', 'Rank': '4', 'Rating': '4.0'}, {'Movie': 'Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)', 'Rank': '5', 'Rating': '3.8'}, {'Movie': 'North by Northwest (1959)', 'Rank': '6', 'Rating': '3.7'}, {'Movie': 'Princess Mononoke (Mononoke-hime) (1997)', 'Rank': '7', 'Rating': '3.5'}, {'Movie': 'Princess Bride, The (1987)', 'Rank': '8', 'Rating': '3.3'}, {'Movie': 'Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)', 'Rank': '9', 'Rating': '3.0'}, {'Movie': 'Monty Python and the Holy Grail (1975)', 'Rank': '10', 'Rating': '2.8'}]",[4.27 4.13 4.23 4.08 4.24 4.19 4.1  4.13 4.27 4.12],[4.  3.  4.3 2.8 3.7 3.3 3.5 3.8 4.5 4.2],[ 1  7  4 10  3  5  9  6  2  8],[ 4  9  2 10  6  8  7  5  1  3],0.678601503,0.542,10,0.542,0.678601503
118,['Adventure'],"[{'Movie': 'North by Northwest (1959)', 'Rank': 1, 'Rating': '4.39'}, {'Movie': 'Great Escape, The (1963)', 'Rank': 2, 'Rating': '4.32'}, {'Movie': 'Spirited Away (Sen to Chihiro no kamikakushi) (2001)', 'Rank': 3, 'Rating': '4.30'}, {'Movie': 'Lawrence of Arabia (1962)', 'Rank': 4, 'Rating': '4.30'}, {'Movie': 'Monty Python and the Holy Grail (1975)', 'Rank': 5, 'Rating': '4.22'}, {'Movie': 'Princess Bride, The (1987)', 'Rank': 6, 'Rating': '4.22'}, {'Movie': 'Stand by Me (1986)', 'Rank': 7, 'Rating': '4.21'}, {'Movie': 'Up (2009)', 'Rank': 8, 'Rating': '4.20'}, {'Movie': 'Fantastic Mr. Fox (2009)', 'Rank': 9, 'Rating': '4.18'}, {'Movie': 'Lord of the Rings: The Fellowship of the Ring, The (2001)', 'Rank': 10, 'Rating': '4.18'}]","[{'Movie': 'Lord of the Rings: The Fellowship of the Ring', 'Rank': '1', 'Rating': '4.6'}, {'Movie': 'North by Northwest', 'Rank': '2', 'Rating': '4.5'}, {'Movie': 'Princess Bride, The', 'Rank': '3', 'Rating': '4.4'}, {'Movie': 'Lawrence of Arabia', 'Rank': '4', 'Rating': '4.3'}, {'Movie': 'Spirited Away (Sen to Chihiro no kamikakushi)', 'Rank': '5', 'Rating': '4.2'}, {'Movie': 'Stand by Me', 'Rank': '6', 'Rating': '4.1'}, {'Movie': 'Great Escape, The', 'Rank': '7', 'Rating': '4.0'}, {'Movie': 'Up', 'Rank': '8', 'Rating': '4.0'}, {'Movie': 'Monty Python and the Holy Grail', 'Rank': '9', 'Rating': '3.8'}, {'Movie': 'Fantastic Mr. Fox', 'Rank': '10', 'Rating': '3.7'}]",[4.18 4.32 4.3  4.18 4.22 4.39 4.22 4.3  4.21 4.2 ],[3.7 4.  4.3 4.6 3.8 4.5 4.4 4.2 4.1 4. ],[ 9  2  4 10  5  1  6  3  7  8],[10  7  4  1  9  2  3  5  6  8],0.281460477,0.234,20,0.234,0.281460477
119,['Adventure'],"[{'Movie': 'Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)', 'Rank': 1, 'Rating': '5.00'}, {'Movie': 'Lawrence of Arabia (1962)', 'Rank': 2, 'Rating': '4.93'}, {'Movie': 'Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)', 'Rank': 3, 'Rating': '4.86'}, {'Movie': 'Grand Day Out with Wallace and Gromit, A (1989)', 'Rank': 4, 'Rating': '4.81'}, {'Movie': 'Star Wars: Episode V - The Empire Strikes Back (1980)', 'Rank': 5, 'Rating': '4.78'}, {'Movie': 'Wallace & Gromit: The Best of Aardman Animation (1996)', 'Rank': 6, 'Rating': '4.76'}, {'Movie': 'Little Miss Sunshine (2006)', 'Rank': 7, 'Rating': '4.74'}, {'Movie': 'Bridge on the River Kwai, The (1957)', 'Rank': 8, 'Rating': '4.74'}, {'Movie': 'Great Escape, The (1963)', 'Rank': 9, 'Rating': '4.74'}, {'Movie': 'North by Northwest (1959)', 'Rank': 10, 'Rating': '4.72'}]","[{'Movie': 'The Good, the Bad and the Ugly (1966)', 'Rank': '1', 'Rating': '4.5'}, {'Movie': 'Star Wars: Episode V - The Empire Strikes Back (1980)', 'Rank': '2', 'Rating': '4.3'}, {'Movie': 'Raiders of the Lost Ark (1981)', 'Rank': '3', 'Rating': '4.2'}, {'Movie': 'North by Northwest (1959)', 'Rank': '4', 'Rating': '4.2'}, {'Movie': 'The Bridge on the River Kwai (1957)', 'Rank': '5', 'Rating': '4.1'}, {'Movie': 'Lawrence of Arabia (1962)', 'Rank': '6', 'Rating': '4.0'}, {'Movie': 'The Great Escape (1963)', 'Rank': '7', 'Rating': '4.0'}, {'Movie': 'A Grand Day Out with Wallace and Gromit (1989)', 'Rank': '8', 'Rating': '3.8'}, {'Movie': 'Wallace & Gromit: The Best of Aardman Animation (1996)', 'Rank': '9', 'Rating': '3.7'}, {'Movie': 'Little Miss Sunshine (2006)', 'Rank': '10', 'Rating': '3.0'}]",[4.74 5.   4.81 4.74 4.93 4.74 4.72 4.86 4.78 4.76],[3.8 4.  3.  4.2 4.2 4.3 4.1 4.5 4.  3.7],[ 8  1  4  9  2  7 10  3  5  6],[ 8  6 10  4  3  2  5  1  7  9],0.917812617,0.828,10,0.828,0.917812617
120,['Adventure'],"[{'Movie': 'Lawrence of Arabia (1962)', 'Rank': 1, 'Rating': '4.64'}, {'Movie': 'Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)', 'Rank': 2, 'Rating': '4.45'}, {'Movie': 'Spirited Away (Sen to Chihiro no kamikakushi) (2001)', 'Rank': 3, 'Rating': '4.42'}, {'Movie': 'Great Escape, The (1963)', 'Rank': 4, 'Rating': '4.41'}, {'Movie': 'Wallace & Gromit: The Best of Aardman Animation (1996)', 'Rank': 5, 'Rating': '4.38'}, {'Movie': 'Star Wars: Episode V - The Empire Strikes Back (1980)', 'Rank': 6, 'Rating': '4.37'}, {'Movie': 'Outlaw Josey Wales, The (1976)', 'Rank': 7, 'Rating': '4.37'}, {'Movie': 'North by Northwest (1959)', 'Rank': 8, 'Rating': '4.37'}, {'Movie': 'Seven Samurai (Shichinin no samurai) (1954)', 'Rank': 9, 'Rating': '4.36'}, {'Movie': 'Monty Python and the Holy Grail (1975)', 'Rank': 10, 'Rating': '4.34'}]","[{'Movie': 'Seven Samurai (Shichinin no samurai)', 'Rank': '1', 'Rating': '4.5'}, {'Movie': 'Lawrence of Arabia', 'Rank': '2', 'Rating': '4.5'}, {'Movie': 'Star Wars: Episode V - The Empire Strikes Back', 'Rank': '3', 'Rating': '4.5'}, {'Movie': 'Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark)', 'Rank': '4', 'Rating': '4.0'}, {'Movie': 'Great Escape, The', 'Rank': '5', 'Rating': '4.0'}, {'Movie': 'Outlaw Josey Wales, The', 'Rank': '6', 'Rating': '4.0'}, {'Movie': 'North by Northwest', 'Rank': '7', 'Rating': '4.0'}, {'Movie': 'Wallace & Gromit: The Best of Aardman Animation', 'Rank': '8', 'Rating': '3.5'}, {'Movie': 'Monty Python and the Holy Grail', 'Rank': '9', 'Rating': '3.5'}, {'Movie': 'Spirited Away (Sen to Chihiro no kamikakushi)', 'Rank': '10', 'Rating': '3.0'}]",[4.41 4.64 4.34 4.37 4.37 4.45 4.36 4.42 4.37 4.38],[4.  4.5 3.5 4.  4.  4.  4.5 3.  4.5 3.5],[ 4  1 10  8  7  2  9  3  6  5],[ 5  2  9  7  6  4  1 10  3  8],0.647834855,0.515,0,0.515,0.647834855
